"","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"5619","AMERTRON INCORPORATED","MATERIAL TECHNOLOGY PTE LTD.","SG",11,"OTHERS",1016249,66,15397.7121212121,"Singapore"
"5620","ANALOG DEVICES PHILS INC","HENKEL ELECTRONICS MATERIAL","US",11,"ADHESIVE",1836359,46,39920.847826087,"United States"
"5621","LUFTHANSA TECHNIK PHILIPPINES INC.","HYPERCOAT ENTERPRISES PTE LTD","SG",11,"OTHERS",443650,93,4770.43010752688,"Singapore"
"5622","AMERTRON INCORPORATED","HENKEL LOCTITE (CHINA) CO LTD.","CN",11,"OTHERS",297792,130,2290.70769230769,"China"
"5623","TONG HSING ELECTRONICS PHILS. INC.","HENKEL SINGAPORE PTE LTD","CN",11,"OTHERS",1173528,116,10116.6206896552,"China"
"5624","AMERTRON INCORPORATED","HENKEL US OPERTIONS CORP","US",11,"OTHERS",1284494,508,2528.53149606299,"United States"
"5625","AMERTRON INCORPORATED","HENKEL US OPERATIONS CORP.","US",11,"OTHERS",983772,484,2032.5867768595,"United States"
"5626","NISSIN-UNIVERSAL ROBINA CORPORATION","FREEHAND CO., LTD","JP",11,"TAPE",383761,90,4264.01111111111,"Japan"
"5627","JX NIPPON MINING & METALS","TEKNEK (CHINA) LIMITED","HK",11,"ADHESIVE",463698,72,6440.25,"Hong Kong SAR China"
"5628","LUFTHANSA TECHNIK PHILIPPINES INC.","CHEMETALL GMBH.","DE",11,"SEAL",57799021,148,390533.925675676,"Germany"
"5629","LUFTHANSA TECHNIK PHILIPPINES INC.","FLEXIM FLEXIBLE INDUSTRIEMESS","DE",11,"SEAL",1867530,354,5275.50847457627,"Germany"
"5630","NITTO DENKO PHILIPPINES CORPORATION","NITTO DENKO CORPORATION","JP",11,"ADHESIVE",603752,86,7020.37209302326,"Japan"
"5631","AMERTRON INCORPORATED","SOL EPOXY INC.","US",11,"EPOXY",4289977,810,5296.26790123457,"United States"
"5632","SMK ELECTRONICS PHILS CORP","SUNNY SEALING","JP",11,"ADHESIVE",376867,34,11084.3235294118,"Japan"
"5633","SMK ELECTRONICS PHILS CORP","SUNNY SEALING","JP",11,"OTHERS",2888840,194,14890.9278350515,"Japan"
"5634","F.J. WEGON ANIMAL HEALTH INC.","LUMIS BIOTECH PVT LTD.","IN",11,"PALEOZYME",908824,5000,181.7648,"India"
"5635","N.T. PHILIPPINES INC.","SHELDAHL FLEXIBLE TECHNOLOGIES","US",11,"TAPE",1034001,187,5529.41711229946,"United States"
"5636","JAMCO PHILIPPINES INC.","JAMCO CORPORATION","JP",11,"OTHERS",325611,160,2035.06875,"Japan"
"5637","GBPLEN CORPORATION","KOLEN CO. LTD.","KR",11,"OTHERS",886062,45,19690.2666666667,"South Korea"
"5638","MEISEI ELECTRIC PHILS CORPORATION","MEISEI ELECTRIC CO., LTD.","JP",11,"EPOXY",535002,530,1009.43773584906,"Japan"
"5639","NIDEC PHILIPPINES CORPORATION","SHOWA KOSAN CO LTD","JP",11,"ADHESIVE",319161,114,2799.65789473684,"Japan"
"5640","FUTABA CORPORATION OF THE PHIL","OHTE PRECISION ELECTRONICS WUJIANG","CN",11,"POLARIZER",2191086,150,14607.24,"China"
"5641","FUTABA CORPORATION OF THE PHIL","TAIWAN FUTABA ELECTRONICS CORP","TW",11,"OTHERS",436547,24,18189.4583333333,"Taiwan"
"5642","LUFTHANSA TECHNIK PHILIPPINES INC.","SEALANTS EUROPE SAS","FR",11,"OTHERS",334534,40,8363.35,"France"
"5643","LUFTHANSA TECHNIK PHILIPPINES INC.","PPG INDUSTRIES SINGAPORE PTE LTD","SG",11,"SEAL",619742,165,3756.01212121212,"Singapore"
"5644","SONION PHILIPPINES INC.","SYNTHRON","FR",11,"OTHERS",303010,1,303010,"France"
"5645","N.T. PHILIPPINES INC.","SHELDAHL FLEXIBLE TECHNOLOGIES","US",11,"OTHERS",1363620,253,5389.8023715415,"United States"
"5646","KINTETSU LOGISTICS (PHILS) INC.","MOMENTIVE PERFORMANCE MATERIALS","US",11,"OTHERS",295955,58,5102.6724137931,"United States"
"5647","NIDEC PHILIPPINES CORPORATION","SHOEI YAKUHIN CO LTD","JP",11,"OTHERS",321328,102,3150.27450980392,"Japan"
"5648","AMERTRON INCORPORATED","SUMITOMO METAL MINING CO LTD.","JP",11,"EPOXY",1479875,180,8221.52777777778,"Japan"
"5649","TI (PHILIPPINES) INC.","MK ELECTRON CORP. LTD.","KR",11,"OTHERS",1026035,335,3062.79104477612,"South Korea"
"5650","TI (PHILIPPINES) INC.","M K ELECTRON CO LTD","KR",11,"OTHERS",2445574,841,2907.93579072533,"South Korea"
"5651","INTEGRATED MICRO-ELECTRONICS INC.","INDIUM CORPORATION OF AMERICA","SG",11,"OTHERS",608118,39,15592.7692307692,"Singapore"
"5652","ALLEGRO MICROSYSTEMS PHILIPPINES","INDIUM CORPORATION OF AMERICA","SG",11,"OTHERS",299104,37,8083.89189189189,"Singapore"
"5653","INTEGRATED MICRO-ELECTRONICS INC.","SHANGHAI SHENHE THERMO-MAGNETICS","CN",11,"SUBSTRATE",302320,30,10077.3333333333,"China"
"5654","TOSHIBA INFORMATION EQUIPMENT","THREE BOND SINGAPORE PTE, LTD.","SG",11,"OTHERS",402775,24,16782.2916666667,"Singapore"
"5655","INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING THAILAND C","TH",11,"TBH",1043165,322,3239.64285714286,"Thailand"
"5656","INLAND WAREHOUSING & LOGISTICS DIV.","THREEBOND CO., LTD","SG",11,"TBH",474502,102,4651.98039215686,"Singapore"
"5657","INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING THAILAND C","TH",11,"TBC TB TB TB TBB TBP",2748138,953,2883.67051416579,"Thailand"
"5658","TI (PHILIPPINES) INC.","DOW CORNING CORP","US",11,"ADHESIVE",579651,1,579651,"United States"
"5659","TI (PHILIPPINES) INC.","LINTEC CORPORATION","JP",11,"TAPE",13499022,2110,6397.64075829384,"Japan"
"5660","DECA TECHNOLOGIES INC.(PHIL BRANCH)","LINTEC CORPORATION","JP",11,"TAPE",650534,143,4549.18881118881,"Japan"
"5661","TI (PHILIPPINES) INC.","FURUKAWA ELECTRIC CO., LTD","JP",11,"TAPE",6544305,1702,3845.06756756757,"Japan"
"5662","TI (PHILIPPINES) INC.","FURUKAWA ELECTRIC CO LTD.","JP",11,"TAPE",3542175,226,15673.3407079646,"Japan"
"5663","NESTLE PHILIPPINES INC.","EPI INGREDIENTS","FR",11,"CASEINATE",29396606,75000,391.954746666667,"France"
"5664","NESTLE PHILIPPINES INC.","LACTOPROT DEUTSCHLAND GMBH","DE",11,"CASEINATE",19297887,50000,385.95774,"Germany"
"5665","KNAUF GYPSUM PHILIPPINES INC","TKS CHEMICAL THAILAND CO., LTD","TH",11,"ADHESIVE",447376,8000,55.922,"Thailand"
"5666","CLAYMOUNT ASSEMBLIES PHILS INC","INTERVRACHT NEDERLAND","NL",11,"OTHERS",914269,443,2063.81264108352,"Netherlands"
"5667","KINPO ELECTRONICS (PHILIPPINES) INC","SUN GLOBAL INTL LOGISTICS SDN BHD","MY",11,"OTHERS",778698,48,16222.875,"Malaysia"
"5668","MINOURA PHILIPPINES CORP.","KIYOHARA & CO.,LTD. TAIWAN BRANCH (","TW",11,"OTHERS",1696379,13527,125.406889923856,"Taiwan"
"5669","TSUNEISHI ACCOMMODATION CEBU INC.","TSUNEISHI TRADING CO., LTD.","JP",11,"OTHERS",11242169,84867,132.468085357088,"Japan"
"5670","MATERIALS SOLUTIONS  INC.","PT.AICA INDRIA","ID",11,"OTHERS",3621193,47680,75.9478397651007,"Indonesia"
"5671","SAGETICS ENTERPRISES","GUANGZHOU J.Z. FOREVER TRADE CO., L","CN",11,"OTHERS",861155,37000,23.2744594594595,"China"
"5672","CENTRAL PHILS. TRADE MKTG. CORP.","YIWU GODSEND TRADE CO., LTD","CN",11,"GLUE",285008,4000,71.252,"China"
"5673","YAMASHIN CEBU FILTER MFG. CORP.","YUN TEH INDUSTRIAL CO., LTD.","TW",11,"OTHERS",2735765,12000,227.980416666667,"Taiwan"
"5674","TOYOFLEX CEBU CORPORATION","TOYOFLEX CORPORATION","JP",11,"OTHERS",2810195,9419,298.353859220724,"Japan"
"5675","ROCA MERCHANDISING","SG FAR EAST ASIA PTE","SG",11,"OTHERS",300708,30760,9.77594278283485,"Singapore"
"5676","EXCELLENT TEXSCREENERS INC.","DING YI PRINTING CO. LTD","CN",11,"OTHERS",5619465,5672,990.737834978843,"China"
"5677","EXCELLENT TEXSCREENERS INC.","DH TRADING CO.,","TW",11,"OTHERS",4806453,10106,475.603898674055,"Taiwan"
"5678","DRAKA PHILIPPINES INC.","EQUISTAR CHEMICALS, LP","US",11,"OTHERS",18139014,98902,183.403914986552,"United States"
"5679","TREASURE ISLAND INDUSTRIAL CORP","RICH SOURCE LIMITED","TW",11,"ADHESIVE",1889580,16748,112.824217817053,"Taiwan"
"5680","TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE MATERIALS (TH","JP",11,"ADHESIVE",559055,14400,38.8232638888889,"Japan"
"5681","TFE SALES MKTG CORP.","WACKER CHEMICALS (CHINA) CO., LTD.","CN",11,"SEAL",1602081,40800,39.2666911764706,"China"
"5682","AUTOLIV CEBU SAFETY MANUFACTURING","SIKA AUTOMOTIVE GMBH","DE",11,"SIKATHERM",698474,2342,298.238257899231,"Germany"
"5683","QUESTCOM TRADING","SKK PTE LTD","SG",11,"OTHERS",291742,5825,50.0844635193133,"Singapore"
"5684","CEBU MITSUMI INC.","OHMIYA CORPORATION","JP",11,"OTHERS",313857,932,336.75643776824,"Japan"
"5685","BASF PHILIPPINES INC","BASF VIETNAM CO LTD","VN",11,"OTHERS",876331,28512,30.7355148709315,"Vietnam"
"5686","BASF PHILIPPINES INC","BASF (MALAYSIA) SDN. BHD.","MY",11,"OTHERS",788861,10484,75.2442769935139,"Malaysia"
"5687","TFE SALES MKTG CORP.","DOW CHEMICAL SILICONES KOREA LTD","KR",11,"SEAL",1704555,46125,36.9551219512195,"South Korea"
"5688","CEBU MITSUMI INC.","MITSUMI ELECTRIC CO.,LTD.","JP",11,"OTHERS",1516991,23,65956.1304347826,"Japan"
"5689","NAKAYAMA TECHNOLOGY CORPORATION","HOUSETEC INC","JP",11,"ADHESIVE",1718240,3400,505.364705882353,"Japan"
"5690","SOLACE HORIZON TRADING","GUANGZHOU YANGTAO TRADING CO LTD","CN",11,"GLUE",397804,7675,51.8311400651466,"China"
"5691","MINDANAO CORRUGATED FIBREBOARD INC","JASOL ASIA PACIFIC LIMITED","TH",11,"MODIFIED STARCH",3337130,29000,115.073448275862,"Thailand"
"5692","NUTRI-ASIA INC.","TATE & LYLE NETHERLANDS B.V.","NL",11,"MODIFIED STARCH",1871312,39500,47.3749873417722,"Netherlands"
"5693","DOLE PHILIPPINES INC.","CHUEN HUAH CHEMICAL CO., LTD","TW",11,"STARCH",539543,7000,77.0775714285714,"Taiwan"
"5694","ALGON ENGINEERING CONSTRUCTION","SHENZHEN YINGHUI CHUANGZHAN TRADE C","CN",11,"OTHERS",671171,47000,14.2802340425532,"China"
"5695","LEV818 INTERNATIONAL TRADE","MULTI-LINES SYSTEMS (M) SDN BHD","MY",11,"OTHERS",451541,22500,20.0684888888889,"Malaysia"
"5696","DOLE PHILIPPINES INC.","CHUEN HUAH CHEMICAL CO., LTD","TW",11,"OTHERS",315124,4000,78.781,"Taiwan"
"5697","SEALBOND CHEMICAL INDUSTRIES INC.","FLOOR CHEM ASIA CO., LTD.","TH",11,"OTHERS",1789193,25071,71.3650432770931,"Thailand"
"5698","HIZON LABORATORIES INC","GELTECH CO., LTD","KR",11,"GELATIN",4043941,10000,404.3941,"South Korea"
"5699","BORLA ENTERPRISES","SHANDONG SINOGLORY HEALTH","CN",11,"PROTEIN",761872,23230,32.7969005596212,"China"
"5700","TURRIS PHIL. INC.","TATE AND LYLE NETHERLANDS B.V","NL",11,"RESISTAMYL",1736382,39500,43.9590379746835,"Netherlands"
"5701","BORLA ENTERPRISES","DOW CHEMICAL SILICONE KOREA","KR",11,"SEAL",3878570,89696,43.2412816625045,"South Korea"
"5702","BORLA ENTERPRISES","DOW CHEMICAL SILICONES KOREA","KR",11,"SEAL",1041203,27236,38.2289249522691,"South Korea"
"5703","ELEGANTRY XIERRA TRADING","GUANG DONG OLIVIA CHEMICAL","CN",11,"SEAL",835443,16643,50.1978609625668,"China"
"5704","MATERIALS SOLUTIONS  INC.","SEKISUI FULLER CO.,LTD","JP",11,"ADHESIVE",2395897,9504,252.09353956229,"Japan"
"5705","WALL VISION CORPORATION","MOMENTIVE PERFORMANCE MATERIAL","JP",11,"SEAL",2782180,8775,317.05754985755,"Japan"
"5706","MATERIALS SOLUTIONS  INC.","PT. AICA INDRIA","ID",11,"OTHERS",2956553,16516,179.011443448777,"Indonesia"
"5707","ALL INCLUSIVE SALES INC.","AMERSEAL INDUSTRIAL SDN BHD","MY",11,"SEAL",2852564,10828,263.443295160695,"Malaysia"
"5708","CARE PRODUCTS INC","HENKEL (MALAYSIA) SDN. BHD","MY",11,"OTHERS",3596129,24000,149.838708333333,"Malaysia"
"5709","UK OFFICE INCORPORATED","SHENZHEN BULL PACKAGING MATERIAL","CN",11,"TAPE",580547,3056,189.969568062827,"China"
"5710","TURRIS PHIL. INC.","TATE AND LYLE NETHERLANDS BV","CN",11,"MODIFIED STARCH",2569308,59250,43.3638481012658,"China"
"5711","EASY BIO PHILIPPINES INC.","EASY BIO INC","KR",11,"OTHERS",4370369,30000,145.678966666667,"South Korea"
"5712","UK OFFICE INCORPORATED","YIWU ZHIDIAN TRADE CO., LTD.","CN",11,"GLUE",289369,5657,51.1523775852926,"China"
"5713","FELICITOUS TRADING","HANGZHOU KAIMIKU IMP&EXP CO","CN",11,"ADHESIVE",328532,4000,82.133,"China"
"5714","GLONICOR FOOD CORPORATION","TATE & LYLE INGREDIENTS AMERIC","US",11,"STARCH",972641,19278,50.4534184043988,"United States"
"5715","ALUACE CORPORATION","SHANGHAI JOYFLY IMP & EXP CO., LTD","CN",11,"SEAL",4119251,12480,330.068189102564,"China"
"5716","TURRIS PHIL. INC.","KINRY FOOD INGREDIENTS CO., LTD","CN",11,"OTHERS",4057674,8000,507.20925,"China"
"5717","VET. ONE INC.","CHINA JIANGSU CHANGZHOU OREINT","CN",11,"OTHERS",1060502,17000,62.3824705882353,"China"
"5718","GILVAN PACKAGING CORPORATION","NANTONG COMENS NEW MATERIALS","CN",11,"ADHESIVE",919163,16000,57.4476875,"China"
"5719","D'LUXE BAGS PHILIPPINES INC.","DA RONG CO., LIMITED","VN",11,"ADHESIVE",1191286,5557,214.375742307,"Vietnam"
"5720","D'LUXE BAGS PHILIPPINES INC.","DA RONG CO., LIMITED","HK",11,"ADHESIVE",943950,4460,211.64798206278,"Hong Kong SAR China"
"5721","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES COMPANY LTD","CN",11,"ADHESIVE",1757333,15740,111.647585768742,"China"
"5722","NEWPACK CORPORATION","SUNG DO CHEMICAL CO., LTD.","KR",11,"ADHESIVE",334879,12432,26.9368564993565,"South Korea"
"5723","NEWPACK CORPORATION","SUNG DO CHEMICAL CO., LTD","KR",11,"ADHESIVE",708066,17358,40.7919115105427,"South Korea"
"5724","PEEBLE CREEK MARKETING INC","HUNAN MAGPOW ADHESIVE GROUP CO.,LTD","CN",11,"ADHESIVE",1019175,7350,138.663265306122,"China"
"5725","GILVAN PACKAGING CORPORATION","NANTONG COMENS NEWMATERIALS","CN",11,"ADHESIVE",941121,16000,58.8200625,"China"
"5726","HARBEST AGRIBUSINESS CORPORATION","LIANG JIN ENTERPRISE CO., LTD.","TW",11,"ADHESIVE",487158,2775,175.552432432432,"Taiwan"
"5727","PHILIPPINE CHEMSTEEL IND. INC","GAMRON INDUSTRIES SDN BHD","MY",11,"OTHERS",941663,22500,41.8516888888889,"Malaysia"
"5728","INPHILCO INC","DANISCO SINGAPORE PTE LTD","US",11,"OTHERS",1441324,4000,360.331,"United States"
"5729","SCAD SERVICES (S) PTE. LTD. - PHIL","FRP SERVICES AND COMPANY","JP",11,"OTHERS",351251,1216,288.857730263158,"Japan"
"5730","SCAD SERVICES (S) PTE. LTD. - PHIL","FRP SERVICES & COMPANY,","JP",11,"OTHERS",355295,1216,292.183388157895,"Japan"
"5731","PHILCHEMA INC","INDUSTRIAL TECNICA PECURIA S.A","ES",11,"OTHERS",10518627,22000,478.119409090909,"Spain"
"5732","SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",11,"OTHERS",2221547,5623,395.082162546683,"Japan"
"5733","CORNELL INGREDIENTS CORPORATION","ROQUETTE ITALIA SPA","IT",11,"MODIFIED STARCH",10407186,219000,47.521397260274,"Italy"
"5734","CORNELL INGREDIENTS CORPORATION","ROQUETTE ITALIA SPA","IT",11,"OTHERS",1610647,24000,67.1102916666667,"Italy"
"5735","FLOORSTONE INC","CONVERGENT CONCRETE TECHNOLO","US",11,"SEAL",2128581,3823,556.782893015956,"United States"
"5736","RICHMOND WATERPROOFING INC","XYPEX CHEMICAL CORP","CA",11,"OTHERS",1133893,17960,63.1343541202673,"Canada"
"5737","GREAT EASTERN RESINS PHILS INDL CO.","CARTELL CHEMICAL CO.,LTD.","TW",11,"ADHESIVE",3832419,3646,1051.12973121229,"Taiwan"
"5738","TRANS WORLD TRADING CO.INC.","AKZO NOBEL SURFACE CHEMISTRY LLC","US",11,"STARCH",4006634,10886,368.053830608121,"United States"
"5739","NEO DYES INDUSTRIAL SALES CORP","DUAYEN POLIURETAN KIMYA","TR",11,"OTHERS",818076,12010,68.1162364696087,"Turkey"
"5740","COLUMBIA INTERNATIONAL FOOD","GELITA AUSTRALIA PTY.LTD.","AU",11,"GELATIN",6106781,20000,305.33905,"Australia"
"5741","SPERE TUCAN ENTERPRISES","HGI ENTERPRISES SDN BHD","MY",11,"OTHERS",649314,20589,31.5369371994754,"Malaysia"
"5742","SAMSUNG ELECTRO-MECHANICS","SAMSUNG SDI CO LTD","KR",11,"EPOXY",1386877,1500,924.584666666667,"South Korea"
"5743","INNOVATRADE INGREDIENTS CORPORATION","GELITA AUSTRALIA PTY LTD","AU",11,"GELATIN",2965720,9425,314.66525198939,"Australia"
"5744","NELTEX DEVELOPMENT. CO. INC.","NAN YA PLASTICS CORPORATION","TW",11,"GLUE",6494199,54000,120.262944444444,"Taiwan"
"5745","TIMES TRADING CO INC","ZHEJIANG KAIDA STATIONERY CO L","CN",11,"GLUE",961120,2859,336.173487233298,"China"
"5746","TIMES TRADING CO INC","NINGBO PASCO UNITED INDS CO LT","CN",11,"GLUE",4858627,35921,135.258678767295,"China"
"5747","INSULAR ENTERPRISES PHILS CORP","XIAMEN XINYUANCHANG IMP & EXP.","CN",11,"GLUE",1081848,25048,43.1909932928777,"China"
"5748","HIT INTERNATIONAL PHILS. INC.","JPT CORPORATION","TW",11,"GLUE",733795,16800,43.6782738095238,"Taiwan"
"5749","HIT INTERNATIONAL PHILS. INC.","CHWEN SHYANG ENTERPRISE CO LTD","TW",11,"GLUE",558274,12500,44.66192,"Taiwan"
"5750","TIMES TRADING CO INC","JIANGSU XINGDA STATIONERY GROU","CN",11,"GLUE",1052538,2745,383.43825136612,"China"
"5751","ALDISON ENTERPRISE","XIAMEN KANGZHICHENG TRADING CO.,","CN",11,"ADHESIVE",335001,8400,39.8810714285714,"China"
"5752","FIBERWORLD INC.","JIANGSU JAOUR HOT MELT","CN",11,"ADHESIVE",2781039,25000,111.24156,"China"
"5753","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",11,"ADHESIVE",1892294,7382,256.338932538607,"Japan"
"5754","PV TECH PTE. LTD. PHIL. BR. OFFICE","SHANGHAI HUITIAN NEW MATERIAL","CN",11,"SEAL",551982,1620,340.72962962963,"China"
"5755","SHRIKE INTERNATIONAL TRADING","FLOWCRETE ASIA SDN BHD","MY",11,"OTHERS",714433,6960,102.64841954023,"Malaysia"
"5756","INVOER CORPORATION","LINYI SHANSONG BILOGICAL","CN",11,"PROTEIN",3011149,1e+05,30.11149,"China"
"5757","UNIGLOBAL CHEM INDUSTRIES INC.","SHANDONG CEREALS ENETRPRISE CO","CN",11,"PROTEIN",2613050,50000,52.261,"China"
"5758","RICHMOND WATERPROOFING INC","TRADEPLAY INTERNATIONAL PTY LTD","JP",11,"SEAL",359933,1303,276.234075211051,"Japan"
"5759","LOTUSORB ENTERPRISES","VEDAN (VIETNAM) ENTERPRISE","VN",11,"MODIFIED STARCH",3282059,126000,26.0480873015873,"Vietnam"
"5760","CORNELL INGREDIENTS CORPORATION","GENERAL STARCH LIMITED","TH",11,"MODIFIED STARCH",9028524,156000,57.8751538461538,"Thailand"
"5761","FILSPIN INCORPORATED","TAPIOCA DEVELOPMENT CORP., LTD","TH",11,"MODIFIED STARCH",848957,20000,42.44785,"Thailand"
"5762","BLESSIVE SCOTT INTERNATIONAL CORP","ROHM AND HAAS PTE LTD","SG",11,"ADHESIVE",821396,23000,35.7128695652174,"Singapore"
"5763","GLOBE INTL DISTRIBUTOR CENTER INC","PYE PRODUCTS M SDN BHD","MY",11,"SEAL",5427910,105386,51.5050386199305,"Malaysia"
"5764","CARRINGTON TRADING INC.","BASF HONG KONG LTD.","DE",11,"ENZYME",4332852,9600,451.33875,"Germany"
"5765","CARRINGTON TRADING INC.","BASF HONG KONG LTD","DE",11,"ENZYME",11157081,27200,410.186801470588,"Germany"
"5766","MEGASILVER ENTERPRISE INC.","YIWU SURWIN TRADING CO LTD","CN",11,"GLUE",373422,8946,41.7417840375587,"China"
"5767","SPYKER188 TRADING COMPANY","COIM ASIA PACIFIC PTE LTD","SG",11,"GLUE",628023,12628,49.7325783972125,"Singapore"
"5768","APF CORPORATION","BEIJING SMILE FEED SCI & TECH","CN",11,"ENZYME",425703,4000,106.42575,"China"
"5769","FEDCHEM MANUFACTURING & DISTRIBUTIO","ITW PP AND F KOREA LIMITED","KR",11,"EPOXY",1970232,17578,112.085106382979,"South Korea"
"5770","UNIVERSAL GLASS CO. INC.","QINGHE YONGXING INDUSTRY","CN",11,"SEAL",1741270,12356,140.925056652638,"China"
"5771","WELLPLASS INTERNATIONAL SALES","QUICSEAL CONSTRUCTION CHEMICAL","SG",11,"SEAL",679597,17046,39.8684148773906,"Singapore"
"5772","AP MAGNA CHEM DISTRIBUTION CORP","ZIBO SEVENSTAR IMPORT AND EXPORT CO","CN",11,"OTHERS",1797097,20000,89.85485,"China"
"5773","GLOBE TAPE INC","GEN INTERNATIONAL MARKETING","ID",11,"SEAL",5314583,48000,110.720479166667,"Indonesia"
"5774","GLOBE TAPE INC","GEN INTERNATIONAL MARKETING","ID",11,"OTHERS",1070118,17824,60.0380385996409,"Indonesia"
"5775","SUNGLOBE ENTERPRISES","ROHM AND HAAS INTERNATIONAL TRADING","CN",11,"OTHERS",1651262,15200,108.635657894737,"China"
"5776","KEMIE SPECIALITY CORP.","PT. DOW INDONESIA","ID",11,"OTHERS",1068877,14400,74.2275694444444,"Indonesia"
"5777","CANARYWHARP ENTERPRISES","DOW CHEMICAL SILICONES KOREA L","KR",11,"SEAL",10350535,197152,52.5002789725694,"South Korea"
"5778","GOLDEN OX CALIBER ENTERPRISE","R.J LONDON CHEMICALS INDUSTRIE","TH",11,"SEAL",1141010,28574,39.9317561419472,"Thailand"
"5779","MEGATRENDS  I&C CORPORATION","NURICHEM CO LTD","KR",11,"SEAL",3151021,40213,78.3582672270161,"South Korea"
"5780","SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",11,"SEAL",608421,1297,469.098689282961,"Japan"
"5781","SIKA PHILIPPINES INC.","SIKA GUANGZHOU LTD","CN",11,"OTHERS",730078,2000,365.039,"China"
"5782","SIKA PHILIPPINES INC.","SIKA CHINA LTD","CN",11,"OTHERS",1677115,7515,223.168995342648,"China"
"5783","SIKA PHILIPPINES INC.","SIKA (CHINA) LTD.,","CN",11,"OTHERS",2852004,15483,184.202286378609,"China"
"5784","SIKA PHILIPPINES INC.","PT SIKA INDONESIA","ID",11,"OTHERS",829434,23180,35.7823123382226,"Indonesia"
"5785","SUMMIT PACIFIC PHILIPPINES INC.","TOPLA CO.LTD.","KR",11,"SEAL",1165656,19505,59.7619072032812,"South Korea"
"5786","TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE MATERIAL","JP",11,"SEAL",3401043,10775,315.642041763341,"Japan"
"5787","TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE MATERIAL","CN",11,"SEAL",2691634,8942,301.010288526057,"China"
"5788","AL RAMA GLOBAL TRADING CORP.","SHANDONG YUWANG ECOLOGICAL FOOD IND","CN",11,"PROTEIN",1554451,12500,124.35608,"China"
"5789","DI-CATALYST INTERNATIONAL","DANISCO SINGAPORE PTE LTD","SG",11,"OTHERS",347113,1792,193.701450892857,"Singapore"
"5790","GLOBAL STRATEGIC PARTNERS DISTRIBUT","FAULTLESS STARCH BON AMI","US",11,"STARCH",1029456,13498,76.2672988590902,"United States"
"5791","KOMEYA FOOD PRODUCT CORPORATION","TONGAAT HULETT STARCH","ZA",11,"STARCH",2990350,2e+05,14.95175,"South Africa"
"5792","KOMEYA FOOD PRODUCT CORPORATION","QINHUANGDAO PENGYUAN STARCH","CN",11,"STARCH",2939676,2e+05,14.69838,"China"
"5793","8SOURCES INC","COLORCON ASIA PACIFIC PTE LTD","US",11,"STARCH",319205,1126,283.485790408526,"United States"
"5794","NINE TRAVELLERS INC.","ZHONGSHAN FOODSTUFFF  IMP AND EXP L","CN",11,"ADHESIVE",754792,23429,32.2161423876393,"China"
"5795","SUN BIOTECH CORPORATION","MIANYANG HABIO BIOENGINEERING","CN",11,"OTHERS",676963,14000,48.3545,"China"
"5796","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",11,"OTHERS",807217,6855,117.75594456601,"China"
"5797","ERIQUE ENTERPRISES","ENNIS MANUFACTURING","MY",11,"OTHERS",617962,21000,29.4267619047619,"Malaysia"
"5798","ERIQUE ENTERPRISES","REFLECTIVE ROAD SAFETY PRODUCT","MY",11,"OTHERS",665113,22950,28.9809586056645,"Malaysia"
"5799","PHIL. GLASS PROCESSING SPECIALIST","WACKER CHEMICALS (CHINA) CO LTD","CN",11,"SEAL",7410192,29808,248.597423510467,"China"
"5800","PHSI TRADING SALES INC.","RJ LONDON CHEMICALS IND. CO. LTD","TH",11,"OTHERS",1794183,54280,33.0542188651437,"Thailand"
"5801","GOLDEN OX CALIBER ENTERPRISE","R.J LONDON CHEMICALS INDUSTRIE","TH",11,"OTHERS",1232080,30382,40.552958988875,"Thailand"
"5802","PHSI TRADING SALES INC.","R.J. LONDON CHEMICALS INDUSTRIES","TH",11,"OTHERS",421272,21000,20.0605714285714,"Thailand"
"5803","D'LUXE BAGS PHILIPPINES INC.","LUEN THAI FOOTWEAR MACAO COMM","HK",11,"GLUE",304233,980,310.441836734694,"Hong Kong SAR China"
"5804","MEGA TMCTM VENTURES INC","MILLION RISE INVESTMENTS LTD","TW",11,"ADHESIVE",1512154,29500,51.2594576271186,"Taiwan"
"5805","LUCKSTOCK TRADERS CORP.","INTERGLOBAL INTERNATIONAL","US",11,"SEAL",987745,9944,99.3307522123894,"United States"
"5806","DEL MONTE PHILS INC. / PHILPACK","TATE & LYLE NETHERLANSD B.V.","NL",11,"STARCH",3599161,79000,45.559,"Netherlands"
"5807","ASIAN SPORTS APPAREL PHILIPPINES","FWU JI RESINS CHEMICAL","TW",11,"ADHESIVE",3041480,16747,181.613423299695,"Taiwan"
